dominio,scraped_at,id,nombre,foto,estado,urgente,caso_especial,clase,desde,sexo,edad,nacimiento,raza,tamano,peso,chip,situacion,localidad,salud,descripcion
asokaelgrande.org,2018-04-15 21:25:05.382748,8509,Hator,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,en adopción,NO,NO,perros,11-12-2017,Macho,10 años y 8 meses,8/2007,Mestizo Pointer,Mediano,17 KG,NA,NA,Alicante (Alicante),"Desparasitado, vacunado, castrado","Hator es un perro que podemos considerar senior por su edad, pero parece más joven por su vitalidad. Está todavía bastante desubicado en el albergue, demasiados cambios... Le encantan los mimos"
asokaelgrande.org,2018-04-15 21:25:05.394402,8507,Ladrillo,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,en adopción,NO,NO,perros,15-12-2017,Macho,2 años y 4 meses,12/2015,Pastor Alemán,Grande,"33,5 KG",NA,NA,Alicante (Alicante),"Desparasitado, vacunado, castrado.","Ladrillo fue encontrado junto a Ladrilla cerca de una fábrica, estaban limpios y bien cuidados pero sin microchip por lo que a pesar de nuestros esfuerzos ha sido imposible encontrar a sus dueños, lamentablemente tampoco nadie parece haberlos hechado de menos y buscarlos...quizás sea un abandono más."
asokaelgrande.org,2018-04-15 21:25:05.407714,8529,Rollo,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,en adopción,NO,NO,perros,24-12-2017,Macho,1 año y 4 meses,12/2016,Mestizo,Mediano,18 KG,NA,NA,Alicante (Alicante),"Desparasitado, vacunado.",NA
asokaelgrande.org,2018-04-15 21:25:05.419176,8578,Berta,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,24-12-2017,Hembra,9 meses y 20 días,6/2017,Común europeo,Mediano,NA,NA,NA,Alicante (Alicante),Desparasitada. Positiva Leucemia. Negativa VIF. Esterilizada. Vacunada.,"Berta es una linda gatita blanca y negra, tierna, dulce, amable, simpática, alegre, juguetona, que en cuanto te despistas se sube a tu regazo para echarse una siestecita o hacerte la croqueta. Si por ella fuese se pasaría el día con el motor del ronroneo encendido mientras recibe caricias, arrumacos y todos los besitos del mundo. En resumen… ¡es un vaquita adorable de matrícula de honor! Ya estáis tardando todos en venir a conocer a Berta, ofrecerle vuestro sofá, vuestro hogar y vuestro corazón."
animalessinhogardebaena.org,2018-04-15 21:25:05.438451,81,Choco,http://animalessinhogardebaena.org/_mibambu/_baena/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,10-2-2015,Macho,4 años y 1 mes,3/2014,podenco,Mediano,NA,NA,en perrera,Baena (Córdoba),NA,"Como no presentaros a nuestro gracioso Choco! Es muy juguetón, bueno y obediente. Ya ha conocido lo que es la soledad y el miedo a la calle, se merece un poco de estabilidady sentirse querido!Ayudalo no te arrepentirás!"
animalessinhogardebaena.org,2018-04-15 21:25:05.449386,72,Domina,http://animalessinhogardebaena.org/_mibambu/_baena/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,8-6-2015,Hembra,3 años y 10 meses,5/2014,tipo jack russel y bodeguera,Pequeño,NA,NA,en perrera,Baena (Córdoba),NA,"Aunque se llame Domina para nada es dominante, al contario, es una perrita sumisa que se adapta perfectamente a cuaquier situacion, la tiraron sin ningun remordimiento por encima de la vaya de la perrera, sin pararse a pensar que habia perros sueltos y podian haberle hecho daño."
animalessinhogardebaena.org,2018-04-15 21:25:05.459958,147,"Lina,Tuna,Para,Panda, konfu",http://animalessinhogardebaena.org/_mibambu/_baena/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,17-3-2016,Hembra,2 años,3/2016,Podenco andaluz mini,Mediano,NA,NA,NA,NA,NA,NA
animalessinhogardebaena.org,2018-04-15 21:25:05.470486,101,Bamba,http://animalessinhogardebaena.org/_mibambu/_baena/imas/flecha_anterior.jpg,en adopción,SI,NO,Perro,23-9-2015,Hembra,4 años y 5 meses,10/2013,podenca,Mediano,NA,NA,en perrera,Baena (Córdoba),NA,"Bamba, rescattada con sus tres bebes, buena y noble, lleva tiempo por el pueblo intentando sobrevivit, hasta que que la hemos rescatado, su mirada al vernos la lleno de alegria, buscamos adopcion o acogida a ser posible para ella y sus bebes, los mandamos a toda España, ayudanos a difundirla"
animalessinhogardebaena.org,2018-04-15 21:25:05.481207,156,Sancho,NA,en adopción,NO,NO,Perro,3-5-2016,Macho,4 años y 6 meses,9/2013,NA,Pequeño,Tipo caniche,NA,en perrera,Baena (Córdoba),NA,"Sancho tenía un dueño, que lo dejo en la calle. Sin saber buscarse la vida a las dos semanas lo atropelló un coche, quienes lo presenciaron dicen que podía haber frenado y no lo hizo.Sancho es cariñoso y obediente, se lleva genial con sus compañeros y se ha recuperado del atropello.Le das una oportunidad?"
protectoraoriolana.org,2018-04-15 21:25:05.501210,2312,Pantera,http://protectoraoriolana.org/_mibambu/_oriolana/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,10-8-2016,Hembra,1 año y 10 meses,6/2016,común,Mediano,NA,NA,Casa de acogida,Orihuela (Alicante),"testada negativo, vacunado y esterilizada","Pantera y sus cinco hermanos llegaron al albergue con poco mas de mes y medio de vida, al ser tan pequeños se fueron a una casa de acogida donde tuvieron toda la atención y cuidados que necesitaban. y ahí los tenéis unos chicos fuertes y preciosos, tan dulces y cariñosos que no se puede soportar. Pero claro ya es hora de darles un hogar definitivo donde sigan aprendiendo que no todos los humanos, somos tan malos."
protectoraoriolana.org,2018-04-15 21:25:05.512481,2313,Priscilla,http://protectoraoriolana.org/_mibambu/_oriolana/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,10-8-2016,Hembra,1 año y 10 meses,6/2016,Común(atrigrado gris),Mediano,NA,NA,Casa de acogida,Orihuela (Alicante),"testado negativo, vacunado y esterilizado","Priscilla y sus cinco hermanos llegaron al albergue con poco mas de mes y medio de vida, al ser tan pequeños se fueron a una casa de acogida donde tuvieron toda la atención y cuidados que necesitaban. y ahí los tenéis unos chicos fuertes y preciosos, tan dulces y cariñosos que no se puede soportar. Pero claro ya es hora de darles un hogar definitivo donde sigan aprendiendo que no todos los humanos, somos tan malos."
protectoraoriolana.org,2018-04-15 21:25:05.523612,2243,BOBY,http://protectoraoriolana.org/_mibambu/_oriolana/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,9-11-2016,Macho,6 años y 5 meses,10/2011,Mestizo de Galgo,Grande,NA,NA,NA,Orihuela - El Mudamiento (Alicante),"Vacunado, castrado y desparasitado","Boby fue encontrado en la calle, con las patas llenas de heridas, tiene chip pero no se ha dado con el dueño."
protectoraoriolana.org,2018-04-15 21:25:05.535028,2278,SIMON,http://protectoraoriolana.org/_mibambu/_oriolana/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,17-1-2017,Macho,4 años y 6 meses,10/2013,Mestizo,Grande,NA,NA,NA,Orihuela - La Matanza (Alicante),"Vacunado, castrado y desparasitado",Simón fue encontrado en la calle.
protectoraoriolana.org,2018-04-15 21:25:05.546504,2451,KIRA (2),http://protectoraoriolana.org/_mibambu/_oriolana/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,6-2-2017,Hembra,5 años y 9 meses,7/2012,American Staffordshire Terrier,Mediano,NA,NA,NA,Orihuela (Alicante),Vacunado y desparasitado,"Kira llegó al albergue por cesión de su propietario, tramitó el ingreso de la perra en el albergue a través del ayuntamiento porque había gruñido a su hijo pequeño."
asokaelgrande.org,2018-04-15 21:25:05.566366,7525,Dona,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,recuperado,NO,NO,perros,26-6-2016,Hembra,4 años y 9 meses,6/2013,Bichón Maltés,Pequeño,3 Kg.,NA,NA,Alicante (Alicante),Desparasitada,"Perrita dócil y muy cariñosa encontrada por ""La Font"" (San Juan)."
asokaelgrande.org,2018-04-15 21:25:05.577924,7494,PERDIDA -Loreta,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,perdido,SI,NO,Gato,13-6-2016,Hembra,6 años,4/2012,Europeo,Mediano,NA,NA,NA,Alicante (Alicante),Esterilizada,"Loreta se perdió el día 13 de junio en San Juan pueblo, cerca del colegio Rajolete, en la Av. del Instituto. Es de tamaño mediano, tiene 4 años y dos meses y está esterilizada."
asokaelgrande.org,2018-04-15 21:25:05.589671,7526,PERDIDO- Misino,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,perdido,SI,NO,Gato,9-6-2016,Macho,2 años y 10 meses,6/2015,Mestizo,Mediano,NA,NA,NA,Alicante (Alicante),Esterilizado,"Se perdió el día 9 de junio en Santa Faz, tiene una cabeza enorme preciosa, tiene 1 año y está esterilizado. Cuando se perdió llevaba en la parte inferior del cuello dos puntillas blncas."
asokaelgrande.org,2018-04-15 21:25:05.601176,7537,Capitan Barbosa,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,recuperado,NO,NO,perros,3-7-2016,Macho,9 años y 9 meses,7/2008,Mix podenco maneto,Pequeño,4.8 Kg.,NA,NA,Alicante (Alicante),"Desparasitado,",Encontrado por la carretera de Campello
asokaelgrande.org,2018-04-15 21:25:05.612407,7561,Perdido en Marques de Molins-Alicante,http://asokaelgrande.org/_mibambu/_asoka/imas/flecha_anterior.jpg,perdido,SI,NO,Gato,12-7-2016,Macho,4 años y 9 meses,7/2013,Común,Mediano,NA,NA,NA,Alicante,NA,Perdido en la zona de la calle Marqués de Molins en Alicante el 12 de julio.
protectoradeibi.com,2018-04-15 21:25:05.624441,934,Jerry,imas/animales/_934/a_9341337004374.jpg,perdido,NO,NO,Perro,12-5-2012,Macho,5 años y 11 meses,5/2012,NA,Mediano,NA,NA,NA,Castalla (Alicante),NA,"El sábado 12 de mayo se perdió Jerry, por la zona de la font de la carrasca-torria en Castalla. Se fue acompañado de su hermano Tom, este volvió a la caseta a la hora de haberse marchado, pero Jerry aún no ha vuelto. A Jerry, le acaban de cortar el pelo. Lleva un collar antiparasitario color marrón clarito y un collar de eslabones y chip. Su familia está muy preocupada, si alguien cree saber algo de Jerry, que se ponga en contacto con ellos lo antes posible al móvil 645912827"
protectoradeibi.com,2018-04-15 21:25:05.635655,933,Willy,http://protectoradeibi.com/_mibambu/_pibi/imas/flecha_anterior.jpg,perdido,NO,NO,Perro,13-5-2012,Macho,13 años y 11 meses,5/2004,cocker,Mediano,NA,NA,NA,NA,NA,"Willy se ha perdido, es un cocker color canela con el pecho blanco y el hocico un poco blanco, tiene 8 años, es muy educado y cariñsos. Se perdio por el valle de Guadalest, donde ultimamente acude mucha gente a hacer barranquismo y bajar rios por lo que se piensa que alguien lo pudo coger. Si alguien cree haberlo visto o sabe algo que se ponga en contacto en el 606598737 o escriba a alisieta.ap@gmail.com"
protectoravilagarcia.org,2018-04-15 21:25:05.645776,NA,Pecón,http://protectoravilagarcia.org/_mibambu/_vilagarcia/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,29-12-2015,Macho,8 años y 3 meses,1/2010,mestizo,Mediano,NA,NA,Refugio,Vilagarcía de Arousa (Pontevedra),NA,"Hola, me llamo Pecón, y soy un amor de perrito. Cuando los voluntarios vienen a mi recinto me encanta que me den mimos, soy un poquito cascarrabias y dominante con mis compis de recinto, pero porque soy mucho más jóvenes que yo y tengo que imponerme un poco."
protectoravilagarcia.org,2018-04-15 21:25:05.655922,NA,Copo,imas/animales/_1147/a_11471451412743.jpg,en adopción,NO,NO,Gato,27-12-2015,Macho,4 años y 3 meses,1/2014,europeo común,Mediano,NA,NA,NA,Vilagarcía de Arousa (Pontevedra),NA,Copo necesita una familia en la que lo quieran para siempre.
protectoravilagarcia.org,2018-04-15 21:25:05.666212,NA,Brita,imas/animales/_1163/a_11631454278183.jpg,en adopción,NO,NO,Gato,20-1-2016,Hembra,2 años y 10 meses,6/2015,Común europeo,Mediano,NA,NA,NA,NA,NA,Brita necesita una familia que la quiera para siempre.
protectoravilagarcia.org,2018-04-15 21:25:05.677143,NA,Lo más,http://protectoravilagarcia.org/_mibambu/_vilagarcia/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,29-1-2016,Macho,2 años y 9 meses,7/2015,Mestizo,Mediano,NA,NA,Refugio,Vilagarcía de Arousa (Pontevedra),NA,"Hola, me llamo Lomás."
protectoravilagarcia.org,2018-04-15 21:25:05.688106,NA,Uni,http://protectoravilagarcia.org/_mibambu/_vilagarcia/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,28-2-2016,Macho,4 años y 3 meses,1/2014,Mestizo,Pequeño,NA,NA,NA,Vilagarcía de Arousa (Pontevedra),NA,"Hola!! Soy Uni y soy muy cariñoso y bonachón y me llevo muy bien con mis compañeros de recinto, aunque a veces me pongo un poco dominante, sobre todo si hay comida por el medio. Soy un pelanas, pero cuando me cortan el pelo me quedo guapísimo."
peludinesalhama.org,2018-04-15 21:25:05.706231,462,Marie,http://peludinesalhama.org/_mibambu/_peludinesalhama/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,31-7-2016,Hembra,3 años y 8 meses,7/2014,MESTIZA,Mediano,NA,NA,Residencia,Murcia (Murcia),Salud,SU HISTORIA:
peludinesalhama.org,2018-04-15 21:25:05.717502,471,Thor,http://peludinesalhama.org/_mibambu/_peludinesalhama/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,17-11-2016,Macho,4 años,3/2014,Cruce doberman-galgo,Grande,40,NA,Casa de acogida,Librilla (Murcia),Salud,"Thor es un ""caballo"" con edad mental de 6 años cruce de lo que parece ser doberman con galgo."
peludinesalhama.org,2018-04-15 21:25:05.728783,478,Vilko,http://peludinesalhama.org/_mibambu/_peludinesalhama/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,19-12-2016,Macho,2 años y 1 mes,2/2016,mestizo,Mediano,NA,NA,Casa de acogida,Archena (Murcia),NA,"Caso Externo, nos piden ayuda:"
peludinesalhama.org,2018-04-15 21:25:05.739626,495,Kira,http://peludinesalhama.org/_mibambu/_peludinesalhama/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,20-11-2017,Hembra,1 año,4/2017,mestiza,Mediano,15 kg.,NA,Casa de acogida,Totana (Murcia),NA,Nos piden ayuda para esta belleza:
peludinesalhama.org,2018-04-15 21:25:05.751237,499,Cachorro cruce labrador,http://peludinesalhama.org/_mibambu/_peludinesalhama/imas/flecha_anterior.jpg,en adopción,SI,NO,Perro,31-1-2018,Macho,7 meses y 28 días,8/2017,cruce labrador,Mediano,NA,NA,Casa de acogida,Totana (Murcia),NA,"Este cachorrete fue encontrado en Totana, no lleva chip y nadie lo ha reclamado, asique buscan un hogar definitivo para él."
protectoravilagarcia.org,2018-04-15 21:25:05.762156,NA,Luna y Rumbo,imas/animales/_1429/a_14291486411264.jpg,perdido,NO,NO,Perro,6-2-2017,Hembra,NA,NA,NA,Mediano,NA,NA,NA,NA,NA,Nos piden ayuda!
protectoraporlospelos.org,2018-04-15 21:25:05.780114,1206,Alana,http://protectoraporlospelos.org/_mibambu/_porlospelos/imas/flecha_anterior.jpg,en adopción,SI,NO,Perro,2-4-2018,Hembra,9 años,4/2009,Cruce de pastor belga,Mediano,NA,NA,en perrera,(Toledo),NA,PADRINO / MADRINA: POR SOLO 10€ AL MES http\://protectoraporlospelos.org/s26/ayudanos ( pinchas en apadrinar y cumplimentas el formulario.
protectoraporlospelos.org,2018-04-15 21:25:05.791507,1136,Chuy,http://protectoraporlospelos.org/_mibambu/_porlospelos/imas/flecha_anterior.jpg,en adopción,SI,NO,Perro,11-10-2017,Macho,10 años y 3 meses,1/2008,Cruce,Pequeño,6 kilos aprox.,NA,Casa de acogida,(Toledo),Salud,PADRINO / MADRINA: POR SOLO 10€ AL MES http\://protectoraporlospelos.org/s26/ayudanos ( pinchas en apadrinar y cumplimentas el formulario.
peludinesalhama.org,2018-04-15 21:25:05.967595,398,Tato,http://peludinesalhama.org/_mibambu/_peludinesalhama/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,11-6-2015,Macho,3 años y 7 meses,9/2014,mestizo,Mediano,10 kg.,NA,Casa de acogida,Alhama de Murcia (Murcia),NA,"Tato,"
protectoravilagarcia.org,2018-04-15 21:25:05.979881,NA,Jay,imas/animales/_289/a_2891479414719.jpg,en adopción,NO,NO,Perro,29-12-2012,Macho,11 años y 3 meses,1/2007,Mestiza (Pastor),Mediano,NA,NA,Refugio,Vilagarcía de Arousa (Pontevedra),Historial veterinario,"Hola, me llamo Jay y soy un macho mestizo de tamaño mediano nacido en 2007."
protectoravilagarcia.org,2018-04-15 21:25:05.993892,NA,Slim,http://protectoravilagarcia.org/_mibambu/_vilagarcia/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,15-9-2015,Macho,3 años y 3 meses,1/2015,Cruce de podenco,Mediano,8 Kg,NA,NA,Vilagarcía de Arousa (Pontevedra),NA,"Hola, me llamo Slim!"
protectoravilagarcia.org,2018-04-15 21:25:06.005726,NA,bravo,http://protectoravilagarcia.org/_mibambu/_vilagarcia/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,1-1-2016,Macho,5 años y 3 meses,1/2013,Mestiza,Pequeño,11kg,NA,Refugio,Vilagarcía de Arousa (Pontevedra),NA,"Hola!! Me llamo Bravo. Llegué a la protectora con mi compañera Brava, los dos hemos vivido siempre juntos. Al principio teníamos muchísimo miedo, tanto que no salíamos de la caseta y los voluntarios no sabían ni el aspecto que teníamos. Poco a poco, con mucha paciencia y muchas muchas chuches fuimos cogiendo confianza con los cuidadores. Ahora nos gusta mucho que nos den caricias aunque aún seguimos siendo desconfiados con los desconocidos. Seguro que con un poco de paciencia, chuches y mimos somos los mejores compañeros que se podrían desear."
protectoravilagarcia.org,2018-04-15 21:25:06.019273,NA,Brava,http://protectoravilagarcia.org/_mibambu/_vilagarcia/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,1-1-2016,Hembra,5 años y 3 meses,1/2013,Mestiza,Pequeño,11kg,NA,Refugio,Vilagarcía de Arousa (Pontevedra),NA,"Hola!! Me llamo Brava. Llegué a la protectora con mi compañero Bravo, los dos hemos vivido siempre juntos. Al principio teníamos muchísimo miedo, tanto que no salíamos de la caseta y los voluntarios no sabían ni el aspecto que teníamos. Poco a poco, con mucha paciencia y muchas muchas chuches fuimos cogiendo confianza con los cuidadores. Ahora nos gusta mucho que nos den caricias aunque aún seguimos siendo desconfiados con los desconocidos y la verdad es que yo soy un poquito más arisca que mi compañero Bravo. Seguro que con un poco de paciencia, chuches y mimos somos los mejores compañeros que se podrían desear."
protectoravilagarcia.org,2018-04-15 21:25:06.031002,NA,Cicuta,http://protectoravilagarcia.org/_mibambu/_vilagarcia/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,5-1-2016,Hembra,2 años y 2 meses,1/2016,Común europeo,Pequeño,NA,NA,NA,Vilagarcía de Arousa (Pontevedra),NA,Mi nombre es Cicuta.
protectoravilagarcia.org,2018-04-15 21:25:06.045498,NA,Moucho,http://protectoravilagarcia.org/_mibambu/_vilagarcia/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,20-11-2015,Macho,2 años y 6 meses,9/2015,común europeo,Mediano,NA,NA,NA,Vilagarcía de Arousa (Pontevedra),NA,Moucho necesita a una persona con paciencia que lo ayude a volverse sociable. Te animas??
protectoravilagarcia.org,2018-04-15 21:25:06.057966,NA,Hip,http://protectoravilagarcia.org/_mibambu/_vilagarcia/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,13-11-2015,Macho,7 años y 3 meses,1/2011,Mestizo,Mediano,10 kg,NA,NA,Vilagarcía de Arousa (Pontevedra),NA,"Hola, me llamo Hip!!"
protectoravilagarcia.org,2018-04-15 21:25:06.069825,NA,Tona,http://protectoravilagarcia.org/_mibambu/_vilagarcia/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,11-1-2016,Hembra,2 años y 10 meses,6/2015,Mestiza,Mediano,NA,NA,NA,Vilagarcía de Arousa (Pontevedra),NA,"Hola, me llamo Tona!"
protectoravilagarcia.org,2018-04-15 21:25:06.081006,NA,Claudio,http://protectoravilagarcia.org/_mibambu/_vilagarcia/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,15-1-2016,Macho,7 años y 3 meses,1/2011,NA,Mediano,NA,NA,NA,Vilagarcía de Arousa (Pontevedra),NA,"Hola, me llamo Claudio!"
protectoravilagarcia.org,2018-04-15 21:25:06.094025,NA,Flavia,http://protectoravilagarcia.org/_mibambu/_vilagarcia/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,26-1-2016,Hembra,2 años y 7 meses,9/2015,Mestiza,Grande,NA,NA,Refugio,Vilagarcía de Arousa (Pontevedra),NA,"Hola, soy Flavia!!! Llegué a la porte con mis hermanas Zita, Lena, Maira y mi hermano Nuno."
protectoravilagarcia.org,2018-04-15 21:25:06.106329,NA,Maira,http://protectoravilagarcia.org/_mibambu/_vilagarcia/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,26-1-2016,Hembra,2 años y 7 meses,9/2015,Mestiza,Grande,NA,NA,Refugio,Vilagarcía de Arousa (Pontevedra),NA,"Hola!!! Soy Maira!!! Llegué a la porte con mis hermanas Zita, Lena, Flavia y mi hermano Nuno."
protectoravilagarcia.org,2018-04-15 21:25:06.118277,NA,Lena,http://protectoravilagarcia.org/_mibambu/_vilagarcia/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,26-1-2016,Hembra,2 años y 7 meses,9/2015,Mestiza,Grande,NA,NA,Refugio,Vilagarcía de Arousa (Pontevedra),NA,"Hola, soy Lena!!! Llegué a la porte con mis hermanas Zita, Flavia, Maira y mi hermano Nuno."
protectoravilagarcia.org,2018-04-15 21:25:06.130661,NA,Zita,http://protectoravilagarcia.org/_mibambu/_vilagarcia/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,26-1-2016,Hembra,2 años y 7 meses,9/2015,Mestiza,Grande,NA,NA,Refugio,Vilagarcía de Arousa (Pontevedra),NA,"Hola, soy Zita. Llegué a la porte con mis hermanas Lena, Flavia, Maira y mi hermano Nuno."
protectoravilagarcia.org,2018-04-15 21:25:06.142701,NA,Nuno,http://protectoravilagarcia.org/_mibambu/_vilagarcia/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,26-1-2016,Macho,2 años y 7 meses,9/2015,Mestizo,Grande,NA,NA,Refugio,Vilagarcía de Arousa (Pontevedra),NA,"Hola!! Me llamo Nuno, soy el único chico de la familia, llegué a la porte con mis hermanas Zita, Lena, Flavia y Maira."
adoptaunamic.org,2018-04-15 21:25:06.164759,982,COFFEE,http://adoptaunamic.org/_mibambu/_adoptaunamic/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,6-4-2018,Macho,3 meses y 18 días,12/2017,Cruce de pastor,Grande,NA,NA,Residencia,Mollet del Vallès (Barcelona y Granada),NA,COFFEE fue encontrado abandonado con 10 días de edad en las calles de un pueblo de Granada. Fue rescatado y alimentado a biberón por las voluntarias. Ha crecido sano y se encuentra en una residencia de la zona.
adoptaunamic.org,2018-04-15 21:25:06.178202,835,OLIVER,http://adoptaunamic.org/_mibambu/_adoptaunamic/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,14-8-2017,Macho,5 años y 3 meses,1/2013,Mestizo,Mediano,22kg,NA,Residencia,Mollet del Vallès (Barcelona y Granada),NA,"OLIVER es un mestizo castrado mediano que fue rescatado de un barrio de un pueblo de Granada donde lo usaban como saco de boxeo para entrenar a perros de pelea, es decir sparring. OLIVER no querió pelear por lo que lo ataban a un árbol y le echaban los perros encima..."
adoptaunamic.org,2018-04-15 21:25:06.190185,778,DUDU,http://adoptaunamic.org/_mibambu/_adoptaunamic/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,14-5-2017,Macho,2 años y 7 meses,8/2015,Europeo,Mediano,NA,NA,Casa de acogida,Mollet del Vallès (Barcelona y Granada),NA,"DUDU fue encontrado vagando solo por un pueblo de Granada, solo buscaba cariño y corría mucho peligro de atropello. Se trata de un gato doméstico y muy bueno, por lo que no podía adaptarse a la vida en ninguna de las colonias controladas del pueblo. Fue llevado a una casa de acogida cercana, para que no corriera peligro pero los meses pasan y nadie pregunta por el bueno de DUDU."
adoptaunamic.org,2018-04-15 21:25:06.203529,523,ALISTAIR,http://adoptaunamic.org/_mibambu/_adoptaunamic/imas/flecha_anterior.jpg,en adopción,NO,NO,Perro,27-8-2015,Macho,3 años y 7 meses,9/2014,Rottweiler,Grande,NA,NA,Residencia,Mollet del Vallès (Barcelona y Granada),NA,"ALISTAIR llegó a una perrera de la zona de Granada junto con su amiga LUNES. Allí ella se quedó preñada y, gracias a una voluntaria, fueron sacados de allí y llevados a una residencia para ser esterilizados urgentemente."
adoptaunamic.org,2018-04-15 21:25:06.215033,697,TOM,http://adoptaunamic.org/_mibambu/_adoptaunamic/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,19-10-2016,Macho,5 años y 6 meses,10/2012,Europeo,Grande,NA,NA,Casa de acogida,Mollet del Vallès (Barcelona),NA,TOM y su hermano CLARENCE han sido víctimas colaterales del desahucio de sus dueños. Han tenido que darlos en adopción por no tener donde alojarlos. Una historia muy triste en la que los pobres hermanos no entienden porque todo ha cambiado para ellos.
protectorabaix.org,2018-04-15 21:25:06.239689,1893,TOMMY*,http://protectorabaix.org/_mibambu/_pbaix/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,4-3-2018,Macho,1 año y 3 meses,1/2017,COMUN EUROPEO,Mediano,NA,PB-2018/021-F,Casa de acogida,Elche (Alicante),Muy buena. TEstado negativo en Sida y Leucemia. Vacunado. Esterilizado. Desparasitado,"Es un gato curioso, juguetón, muy bueno y tranquilo. Le gusta amasar la mantita y le gusta peinarte, puedes ahorrarte la peluqueria..."
protectorabaix.org,2018-04-15 21:25:06.253520,1895,RAVENA*,http://protectorabaix.org/_mibambu/_pbaix/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,10-3-2018,Hembra,1 año y 3 meses,1/2017,COMUN EUROPEO,Mediano,NA,PB-2018/022-F,Casa de acogida,Elche (Alicante),NA,"Ravena fue encontrada embarazada en muy malas condiciones. Es muy confiada con la gente y cariñosa, posiblemente abandonada."
protectorabaix.org,2018-04-15 21:25:06.266627,1902,DORA*,http://protectorabaix.org/_mibambu/_pbaix/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,11-3-2018,Hembra,7 meses y 14 días,9/2017,COMUN EUROPEO,Mediano,NA,PB-2018/029-F,Casa de acogida,Elche (Alicante),Testada negativo en SIDA y Leucemia felina. Esterilizarda.,"Dora es una gatita muy cariñosa y juguetona de 6 meses, es muy simpática y habladora."
protectorabaix.org,2018-04-15 21:25:06.282563,1903,MISANI*,http://protectorabaix.org/_mibambu/_pbaix/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,12-3-2018,Hembra,6 años y 3 meses,1/2012,SIAMES,Mediano,NA,PB-2018/030-F,Casa de acogida,Elche (Alicante),Esterilizada. Operada de las uñas retráctiles.,"Misani es una preciosa gata, tranquila y cariñosa."
protectorabaix.org,2018-04-15 21:25:06.296051,1906,SNOW*,http://protectorabaix.org/_mibambu/_pbaix/imas/flecha_anterior.jpg,en adopción,NO,NO,Gato,13-3-2018,Macho,10 meses y 14 días,6/2017,COMUN EUROPEO,Mediano,NA,PB-2018/033-F,Casa de acogida,Elche (Alicante),NA,"A los padres de Aria (Aria, Silver, Snow, Junior y Simba 6)y sus hermanos los acogieron cuando aparecieron en su casa. Ahora tienen ya 9 meses y necesitan encontrar un buen hogar para ellos, porque no pueden permitirse seguir cuidando de ellos."
